gene,drug_class,coverage,matching_kmers,total_kmers,biosample_id
blaOXA-402_1_JX865391,beta-lactam,0.319,507,1590,54459754
blaOXA-403_1_KJ920337,beta-lactam,0.318,506,1590,54459754
blaOXA-404_1_KJ920338,beta-lactam,0.304,483,1590,54459754
blaOXA-409_1_KJ584918,beta-lactam,0.341,544,1596,54459754
blaOXA-410_1_KJ584919,beta-lactam,0.308,489,1590,54459754
blaOXA-411_1_KJ584920,beta-lactam,0.302,480,1590,54459754
blaOXA-412_1_KJ584921,beta-lactam,0.301,478,1590,54459754
blaOXA-413_1_KJ584922,beta-lactam,0.354,563,1590,54459754
blaOXA-414_1_KJ584914,beta-lactam,0.347,552,1590,54459754
blaOXA-424_1_KM588352,beta-lactam,0.335,533,1590,54459754
blaOXA-425_1_KM588353,beta-lactam,0.354,563,1590,54459754
blaOXA-431_1_KM979378,beta-lactam,0.303,482,1590,54459754
blaOXA-432_1_KM979379,beta-lactam,0.304,483,1590,54459754
blaOXA-433_1_KM979380,beta-lactam,0.323,514,1590,54459754
blaOXA-437_1_KP410856,beta-lactam,0.481,767,1596,54459754
blaOXA-480_1_KR872296,beta-lactam,0.392,624,1590,54459754
blaOXA-507_1_KU551305,beta-lactam,0.323,514,1590,54459754
blaOXA-508_1_KU596972,beta-lactam,0.393,625,1590,54459754
blaOXA-509_1_KU692025,beta-lactam,0.307,488,1590,54459754
blaOXA-510_1_JX865393,beta-lactam,0.364,579,1590,54459754
blaOXA-511_1_KU710720,beta-lactam,0.389,619,1590,54459754
blaOXA-521_1_KX462701,beta-lactam,0.388,617,1590,54459754
blaOXA-523_1_KX599401,beta-lactam,0.307,488,1590,54459754
blaOXA-525_1_KX599406,beta-lactam,0.354,563,1590,54459754
blaOXA-528_1_KX599407,beta-lactam,0.304,483,1590,54459754
blaOXA-529_1_KX599405,beta-lactam,0.331,527,1590,54459754
blaOXA-530_1_KX599398,beta-lactam,0.313,498,1590,54459754
blaOXA-531_1_KX599400,beta-lactam,0.309,491,1590,54459754
blaOXA-532_1_KX609247,beta-lactam,0.335,533,1590,54459754
blaOXA-536_1_KX859240,beta-lactam,0.374,594,1590,54459754
blaOXA-24_1_AJ239129,beta-lactam,0.5,798,1596,54459754
blaOXA-25_1_AF201826,beta-lactam,0.464,741,1596,54459754
blaOXA-26_1_AF201827,beta-lactam,0.481,767,1596,54459754
blaOXA-51_1_DQ385606,beta-lactam,0.336,534,1590,54459754
blaOXA-64_1_AY750907,beta-lactam,0.355,565,1590,54459754
blaOXA-65_1_AY750908,beta-lactam,0.409,650,1590,54459754
blaOXA-66_1_AY750909,beta-lactam,0.393,625,1590,54459754
blaOXA-67_1_DQ491200,beta-lactam,0.308,490,1590,54459754
blaOXA-69_1_AY859527,beta-lactam,0.323,514,1590,54459754
blaOXA-70_1_AY750912,beta-lactam,0.338,538,1590,54459754
blaOXA-71_1_AY750913,beta-lactam,0.307,488,1590,54459754
blaOXA-72_1_AY739646,beta-lactam,0.481,767,1596,54459754
blaOXA-76_1_AY949203,beta-lactam,0.393,625,1590,54459754
blaOXA-79_1_EU019534,beta-lactam,0.389,619,1590,54459754
blaOXA-80_1_EU019535,beta-lactam,0.374,594,1590,54459754
blaOXA-82_1_DQ987479,beta-lactam,0.374,594,1590,54459754
blaOXA-83_1_DQ309277,beta-lactam,0.374,594,1590,54459754
blaOXA-84_1_DQ309276,beta-lactam,0.354,563,1590,54459754
blaOXA-88_1_DQ392963,beta-lactam,0.409,650,1590,54459754
blaOXA-90_1_EU547443,beta-lactam,0.409,650,1590,54459754
blaOXA-91_1_DQ519086,beta-lactam,0.328,522,1590,54459754
blaOXA-92_1_DQ335566,beta-lactam,0.306,486,1590,54459754
blaOXA-93_1_DQ519087,beta-lactam,0.301,479,1590,54459754
blaOXA-94_1_DQ519088,beta-lactam,0.377,599,1590,54459754
blaOXA-95_1_DQ519089,beta-lactam,0.5,795,1590,54459754
blaOXA-99_1_DQ888718,beta-lactam,0.309,491,1590,54459754
blaOXA-100_1_AM231720,beta-lactam,0.335,532,1590,54459754
blaOXA-106_1_EF650032,beta-lactam,0.358,569,1590,54459754
blaOXA-107_1_LAVJ01000082,beta-lactam,0.316,502,1590,54459754
blaOXA-108_1_EF650034,beta-lactam,0.409,650,1590,54459754
blaOXA-109_1_EF650035,beta-lactam,0.374,594,1590,54459754
blaOXA-110_1_EF650036,beta-lactam,0.323,514,1590,54459754
blaOXA-112_1_EF650038,beta-lactam,0.304,483,1590,54459754
blaOXA-115_1_EU029998,beta-lactam,0.354,563,1590,54459754
blaOXA-120_1_EU255289,beta-lactam,0.319,508,1590,54459754
blaOXA-122_1_EU255291,beta-lactam,0.316,503,1590,54459754
blaOXA-123_1_EU255292,beta-lactam,0.32,509,1590,54459754
blaOXA-126_1_EU255295,beta-lactam,0.409,650,1590,54459754
blaOXA-127_1_EU255296,beta-lactam,0.374,594,1590,54459754
blaOXA-130_1_EU547445,beta-lactam,0.428,681,1590,54459754
blaOXA-131_1_EU547446,beta-lactam,0.371,590,1590,54459754
blaOXA-132_1_EU547447,beta-lactam,0.316,503,1590,54459754
blaOXA-138_1_EU670845,beta-lactam,0.374,594,1590,54459754
blaOXA-139_1_AM991978,beta-lactam,0.481,767,1596,54459754
blaOXA-148_1_GQ853679,beta-lactam,0.324,515,1590,54459754
blaOXA-160_1_GU199038,beta-lactam,0.481,767,1596,54459754
blaOXA-172_1_HM113558,beta-lactam,0.37,588,1590,54459754
blaOXA-173_1_HM113559,beta-lactam,0.367,584,1590,54459754
blaOXA-174_1_HM113560,beta-lactam,0.374,594,1590,54459754
blaOXA-175_1_HM113561,beta-lactam,0.362,576,1590,54459754
blaOXA-176_1_HM113562,beta-lactam,0.366,582,1590,54459754
blaOXA-177_1_HM113563,beta-lactam,0.354,563,1590,54459754
blaOXA-178_1_HM113564,beta-lactam,0.366,582,1590,54459754
blaOXA-179_1_HM570035,beta-lactam,0.336,534,1590,54459754
blaOXA-180_1_HM570036,beta-lactam,0.374,594,1590,54459754
blaOXA-194_1_HQ425492,beta-lactam,0.377,600,1590,54459754
blaOXA-195_1_HQ425493,beta-lactam,0.356,566,1590,54459754
blaOXA-196_1_HQ425494,beta-lactam,0.354,563,1590,54459754
blaOXA-197_1_HQ425495,beta-lactam,0.37,589,1590,54459754
blaOXA-200_1_HQ734811,beta-lactam,0.371,590,1590,54459754
blaOXA-201_1_HQ734812,beta-lactam,0.354,563,1590,54459754
blaOXA-202_1_HQ734813,beta-lactam,0.374,594,1590,54459754
blaOXA-203_1_HQ998857,beta-lactam,0.329,523,1590,54459754
blaOXA-206_1_AB634250,beta-lactam,0.374,594,1590,54459754
blaOXA-207_1_LLFS01000355,beta-lactam,0.481,767,1596,54459754
blaOXA-208_1_KF305665,beta-lactam,0.304,483,1590,54459754
blaOXA-216_1_FR865168,beta-lactam,0.361,574,1590,54459754
blaOXA-219_1_JN215211,beta-lactam,0.316,503,1590,54459754
blaOXA-234_1_NG_050607,beta-lactam,0.389,619,1590,54459754
blaOXA-248_1_HE963769,beta-lactam,0.323,514,1590,54459754
blaOXA-249_1_HE963770,beta-lactam,0.409,650,1590,54459754
blaOXA-250_1_HE963771,beta-lactam,0.318,506,1590,54459754
blaOXA-254_1_AB781687,beta-lactam,0.374,594,1590,54459754
blaOXA-371_1_AB871653,beta-lactam,0.304,483,1590,54459754
blaOXA-545_1_KY674541,beta-lactam,0.408,648,1590,54459754
blaOXA-555_1_KY126224,beta-lactam,0.336,534,1590,54459754
blaOXA-556_1_KY126231,beta-lactam,0.355,565,1590,54459754
blaOXA-557_1_KY126232,beta-lactam,0.377,599,1590,54459754
blaOXA-559_1_KY126237,beta-lactam,0.323,514,1590,54459754
blaOXA-312_1_KF057029,beta-lactam,0.307,488,1590,54459754
blaOXA-313_1_KF057030,beta-lactam,0.307,488,1590,54459754
blaOXA-314_1_KF057031,beta-lactam,0.367,583,1590,54459754
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54459754
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54459754
blaOXA-259_1_KF057028,beta-lactam,0.347,551,1590,54459754
blaOXA-260_1_APOR01000009,beta-lactam,0.393,625,1590,54459754
blaOXA-261_1_APQV01000009,beta-lactam,0.303,481,1590,54459754
blaOXA-262_1_APRA01000005,beta-lactam,0.316,503,1590,54459754
aph(6)-Id_1_M28829,aminoglycoside,0.5,807,1614,54449673
aph(6)-Id_3_AB109805,aminoglycoside,0.462,745,1614,54449673
aph(6)-Id_4_CP000971,aminoglycoside,0.481,770,1602,54449673
aph(6)-Id_5_18676889,aminoglycoside,0.481,776,1614,54449673
aph(3'')-Ib_1_M28829,aminoglycoside,0.478,740,1548,54449673
aph(3'')-Ib_3_AF321550,aminoglycoside,0.46,712,1548,54449673
aph(3'')-Ib_4_AF313472,aminoglycoside,0.46,712,1548,54449673
aph(3'')-Ib_2_AF024602,aminoglycoside,0.479,742,1548,54449673
aph(3'')-Ib_5_AF321551,aminoglycoside,0.5,774,1548,54449673
aph(6)-Id_2_AF024602,aminoglycoside,0.481,776,1614,54449673
blaCTX-M-1_1_DQ915955,beta-lactam,0.353,598,1692,54449673
blaCTX-M-12_1_DQ821704,beta-lactam,0.317,536,1692,54449673
blaCTX-M-23_1_AF488377,beta-lactam,0.387,655,1692,54449673
blaCTX-M-28_6_AJ549244,beta-lactam,0.462,782,1692,54449673
blaCTX-M-29_1_AY267213,beta-lactam,0.389,658,1692,54449673
blaCTX-M-32_2_AJ557142,beta-lactam,0.372,629,1692,54449673
blaCTX-M-33_1_AY238472,beta-lactam,0.463,784,1692,54449673
blaCTX-M-36_1_AB177384,beta-lactam,0.335,567,1692,54449673
blaCTX-M-42_1_DQ061159,beta-lactam,0.445,753,1692,54449673
blaCTX-M-54_1_DQ303459,beta-lactam,0.445,753,1692,54449673
blaCTX-M-58_1_EF210159,beta-lactam,0.335,567,1692,54449673
blaCTX-M-60_1_AM411407,beta-lactam,0.335,567,1692,54449673
blaCTX-M-61_1_EF219142,beta-lactam,0.361,610,1692,54449673
blaCTX-M-62_1_EF219134,beta-lactam,0.323,547,1692,54449673
blaCTX-M-66_1_EF576988,beta-lactam,0.445,753,1692,54449673
blaCTX-M-69_1_EU402393,beta-lactam,0.475,803,1692,54449673
blaCTX-M-71_1_FJ815436,beta-lactam,0.463,784,1692,54449673
blaCTX-M-72_1_AY847148,beta-lactam,0.445,753,1692,54449673
blaCTX-M-80_1_EU202673,beta-lactam,0.444,751,1692,54449673
blaCTX-M-82_1_DQ256091,beta-lactam,0.463,784,1692,54449673
blaCTX-M-88_1_FJ873739,beta-lactam,0.463,784,1692,54449673
blaCTX-M-96_1_AJ704396,beta-lactam,0.335,567,1692,54449673
blaCTX-M-101_1_HQ398214,beta-lactam,0.463,784,1692,54449673
blaCTX-M-103_1_HG423149,beta-lactam,0.463,784,1692,54449673
blaCTX-M-114_1_GQ351346,beta-lactam,0.482,815,1692,54449673
blaCTX-M-116_1_JF966749,beta-lactam,0.443,750,1692,54449673
blaCTX-M-117_1_JN227085,beta-lactam,0.463,784,1692,54449673
blaCTX-M-132_1_JX313020,beta-lactam,0.332,562,1692,54449673
blaCTX-M-136_1_KC351754,beta-lactam,0.445,753,1692,54449673
blaCTX-M-139_1_KC107824,beta-lactam,0.463,784,1692,54449673
blaCTX-M-142_1_KF240809,beta-lactam,0.463,784,1692,54449673
blaTEM-1A_1_HM749966,beta-lactam,0.374,622,1662,54449673
blaTEM-1B_1_AY458016,beta-lactam,0.412,684,1662,54449673
blaTEM-1C_1_FJ560503,beta-lactam,0.393,653,1662,54449673
blaTEM-1D_1_AF188200,beta-lactam,0.345,573,1662,54449673
blaTEM-2_1_X54606,beta-lactam,0.345,573,1662,54449673
blaTEM-2_2_AJ251946,beta-lactam,0.345,573,1662,54449673
blaTEM-3_1_X64523,beta-lactam,0.319,531,1662,54449673
blaTEM-6_1_X57972,beta-lactam,0.337,560,1662,54449673
blaTEM-8_1_X65252,beta-lactam,0.313,521,1662,54449673
blaTEM-10_1_AF093512,beta-lactam,0.374,622,1662,54449673
blaTEM-11_1_AY874537,beta-lactam,0.338,562,1662,54449673
blaTEM-12_1_M88143,beta-lactam,0.339,563,1662,54449673
blaTEM-15_1_AM849805,beta-lactam,0.374,622,1662,54449673
blaTEM-16_1_X65254,beta-lactam,0.319,531,1662,54449673
blaTEM-20_1_EU527189,beta-lactam,0.356,591,1662,54449673
blaTEM-21_1_Y17582,beta-lactam,0.306,509,1662,54449673
blaTEM-22_1_Y17583,beta-lactam,0.318,529,1662,54449673
blaTEM-24_1_GQ293500,beta-lactam,0.316,526,1662,54449673
blaTEM-28_1_U37195,beta-lactam,0.374,622,1662,54449673
blaTEM-29_1_DQ269440,beta-lactam,0.393,653,1662,54449673
blaTEM-30_1_AJ437107,beta-lactam,0.393,653,1662,54449673
blaTEM-33_1_GU371926,beta-lactam,0.393,653,1662,54449673
blaTEM-34_1_KC292503,beta-lactam,0.393,653,1662,54449673
blaTEM-43_1_U95363,beta-lactam,0.356,591,1662,54449673
blaTEM-45_1_X95401,beta-lactam,0.319,530,1662,54449673
blaTEM-47_1_Y10279,beta-lactam,0.33,549,1662,54449673
blaTEM-48_1_Y10280,beta-lactam,0.319,531,1662,54449673
blaTEM-49_1_Y10281,beta-lactam,0.315,523,1662,54449673
blaTEM-52C_2_EF141186,beta-lactam,0.337,560,1662,54449673
blaTEM-52B_1_AF027199,beta-lactam,0.356,591,1662,54449673
blaTEM-53_1_AF104441,beta-lactam,0.339,563,1662,54449673
blaTEM-54_1_AF104442,beta-lactam,0.356,591,1662,54449673
blaTEM-55_1_DQ286729,beta-lactam,0.393,653,1662,54449673
blaTEM-57_1_FJ405211,beta-lactam,0.393,653,1662,54449673
blaTEM-63_1_AF332513,beta-lactam,0.301,501,1662,54449673
blaTEM-67_1_AF091113,beta-lactam,0.342,569,1662,54449673
blaTEM-68_1_AJ239002,beta-lactam,0.324,538,1662,54449673
blaTEM-70_1_AF188199,beta-lactam,0.393,653,1662,54449673
blaTEM-71_1_AF203816,beta-lactam,0.338,562,1662,54449673
blaTEM-72_1_AF157553,beta-lactam,0.319,531,1662,54449673
blaTEM-76_1_AF190694,beta-lactam,0.393,653,1662,54449673
blaTEM-77_1_AF190695,beta-lactam,0.374,622,1662,54449673
blaTEM-78_1_AF190693,beta-lactam,0.312,519,1662,54449673
blaTEM-79_1_AF190692,beta-lactam,0.374,622,1662,54449673
blaTEM-80_1_AF347054,beta-lactam,0.337,560,1662,54449673
blaTEM-81_1_AF427127,beta-lactam,0.343,570,1662,54449673
blaTEM-82_1_AF427128,beta-lactam,0.35,581,1662,54449673
blaTEM-83_1_AF427129,beta-lactam,0.31,515,1662,54449673
blaTEM-84_1_AF427130,beta-lactam,0.339,563,1662,54449673
blaTEM-85_1_AJ277414,beta-lactam,0.315,524,1662,54449673
blaTEM-86_1_AJ277415,beta-lactam,0.312,518,1662,54449673
blaTEM-87_1_AF250872,beta-lactam,0.301,501,1662,54449673
blaTEM-88_1_AY027590,beta-lactam,0.337,560,1662,54449673
blaTEM-90_1_AF351241,beta-lactam,0.356,591,1662,54449673
blaTEM-91_1_AB049569,beta-lactam,0.337,560,1662,54449673
blaTEM-92_1_AF143804,beta-lactam,0.301,500,1662,54449673
blaTEM-93_1_AJ318093,beta-lactam,0.335,557,1662,54449673
blaTEM-95_1_AJ308558,beta-lactam,0.393,653,1662,54449673
blaTEM-96_1_AY092401,beta-lactam,0.368,611,1662,54449673
blaTEM-97_1_AF397067,beta-lactam,0.369,614,1662,54449673
blaTEM-98_1_AF397068,beta-lactam,0.369,614,1662,54449673
blaTEM-99_1_AF397066,beta-lactam,0.388,645,1662,54449673
blaTEM-101_1_AF495873,beta-lactam,0.333,554,1662,54449673
blaTEM-102_1_AY040093,beta-lactam,0.33,548,1662,54449673
blaTEM-104_1_AF516719,beta-lactam,0.407,676,1662,54449673
blaTEM-105_1_AF516720,beta-lactam,0.393,653,1662,54449673
blaTEM-106_1_AY101578,beta-lactam,0.374,622,1662,54449673
blaTEM-107_1_AY101764,beta-lactam,0.337,560,1662,54449673
blaTEM-108_1_AF506748,beta-lactam,0.35,582,1662,54449673
blaTEM-109_1_AY628175,beta-lactam,0.337,560,1662,54449673
blaTEM-110_1_AY072920,beta-lactam,0.326,542,1662,54449673
blaTEM-111_1_AF468003,beta-lactam,0.301,501,1662,54449673
blaTEM-112_1_AY589493,beta-lactam,0.337,560,1662,54449673
blaTEM-114_1_AY589495,beta-lactam,0.33,549,1662,54449673
blaTEM-115_1_AF535127,beta-lactam,0.357,593,1662,54449673
blaTEM-116_1_AY425988,beta-lactam,0.346,575,1662,54449673
blaTEM-120_1_AY243512,beta-lactam,0.345,573,1662,54449673
blaTEM-121_1_AY307374,beta-lactam,0.309,514,1662,54449673
blaTEM-122_1_AY307100,beta-lactam,0.404,672,1662,54449673
blaTEM-123_1_AY327539,beta-lactam,0.321,531,1656,54449673
blaTEM-124_1_AY327540,beta-lactam,0.35,579,1656,54449673
blaTEM-126_1_AY628199,beta-lactam,0.388,645,1662,54449673
blaTEM-127_1_AY368236,beta-lactam,0.393,653,1662,54449673
blaTEM-130_1_AJ866988,beta-lactam,0.32,532,1662,54449673
blaTEM-132_1_AY491682,beta-lactam,0.359,596,1662,54449673
blaTEM-133_1_AY528425,beta-lactam,0.339,563,1662,54449673
blaTEM-134_1_AY574271,beta-lactam,0.313,520,1662,54449673
blaTEM-135_1_GQ896333,beta-lactam,0.393,653,1662,54449673
blaTEM-136_1_AY826417,beta-lactam,0.352,585,1662,54449673
blaTEM-137_1_AM286274,beta-lactam,0.334,555,1662,54449673
blaTEM-138_1_AY853593,beta-lactam,0.301,500,1662,54449673
blaTEM-139_1_DQ072853,beta-lactam,0.319,530,1662,54449673
blaTEM-141_1_AY956335,beta-lactam,0.412,684,1662,54449673
blaTEM-142_1_DQ388882,beta-lactam,0.301,500,1662,54449673
blaTEM-143_1_DQ075245,beta-lactam,0.393,653,1662,54449673
blaTEM-145_1_DQ105528,beta-lactam,0.338,562,1662,54449673
blaTEM-146_1_DQ105529,beta-lactam,0.337,560,1662,54449673
blaTEM-147_1_DQ279850,beta-lactam,0.374,622,1662,54449673
blaTEM-148_1_AM087454,beta-lactam,0.393,653,1662,54449673
blaTEM-150_1_AM183304,beta-lactam,0.374,622,1662,54449673
blaTEM-151_1_DQ834729,beta-lactam,0.307,510,1662,54449673
blaTEM-152_1_DQ834728,beta-lactam,0.309,513,1662,54449673
blaTEM-153_1_KC149518,beta-lactam,0.337,560,1662,54449673
blaTEM-154_1_FJ807656,beta-lactam,0.338,562,1662,54449673
blaTEM-155_1_DQ679961,beta-lactam,0.345,573,1662,54449673
blaTEM-156_1_AM941159,beta-lactam,0.356,591,1662,54449673
blaTEM-157_1_DQ909059,beta-lactam,0.327,544,1662,54449673
blaTEM-158_1_EF534736,beta-lactam,0.368,612,1662,54449673
blaTEM-159_1_EF136376,beta-lactam,0.326,542,1662,54449673
blaTEM-160_1_EF136377,beta-lactam,0.326,542,1662,54449673
blaTEM-162_1_EF468463,beta-lactam,0.306,508,1662,54449673
blaTEM-163_1_EU815939,beta-lactam,0.4,664,1662,54449673
blaTEM-164_1_EU274580,beta-lactam,0.409,680,1662,54449673
blaTEM-166_1_FJ197316,beta-lactam,0.393,653,1662,54449673
blaTEM-168_1_FJ919776,beta-lactam,0.356,591,1662,54449673
blaTEM-171_1_GQ149347,beta-lactam,0.365,606,1662,54449673
blaTEM-176_1_GU550123,beta-lactam,0.393,653,1662,54449673
blaTEM-182_1_HQ317449,beta-lactam,0.367,610,1662,54449673
blaTEM-183_1_HQ529916,beta-lactam,0.356,591,1662,54449673
blaTEM-184_1_FR848831,beta-lactam,0.306,509,1662,54449673
blaTEM-185_1_JF795538,beta-lactam,0.337,560,1662,54449673
blaTEM-186_1_JN227084,beta-lactam,0.393,653,1662,54449673
blaTEM-188_1_JN211012,beta-lactam,0.338,562,1662,54449673
blaTEM-189_1_JN254627,beta-lactam,0.338,562,1662,54449673
blaTEM-190_1_JN416112,beta-lactam,0.312,519,1662,54449673
blaTEM-197_1_HQ877606,beta-lactam,0.318,529,1662,54449673
blaTEM-198_1_AB700703,beta-lactam,0.397,660,1662,54449673
blaTEM-201_1_JX310327,beta-lactam,0.393,653,1662,54449673
blaTEM-206_1_KC783461,beta-lactam,0.412,684,1662,54449673
blaTEM-207_1_KC818234,beta-lactam,0.393,653,1662,54449673
blaTEM-208_1_KC865667,beta-lactam,0.393,653,1662,54449673
blaTEM-209_1_KF240808,beta-lactam,0.412,684,1662,54449673
blaCTX-M-150_1_KF769131,beta-lactam,0.441,746,1692,54449673
blaCTX-M-155_1_KM211508,beta-lactam,0.443,750,1692,54449673
blaCTX-M-156_1_KM211509,beta-lactam,0.463,784,1692,54449673
blaCTX-M-157_1_KM211510,beta-lactam,0.463,784,1692,54449673
blaCTX-M-158_1_KM211691,beta-lactam,0.335,567,1692,54449673
blaCTX-M-162_1_KP681697,beta-lactam,0.452,765,1692,54449673
blaCTX-M-163_1_KP681698,beta-lactam,0.47,796,1692,54449673
blaCTX-M-164_1_KP727571,beta-lactam,0.487,824,1692,54449673
blaCTX-M-166_1_KU978909,beta-lactam,0.342,579,1692,54449673
blaCTX-M-167_1_KR537428,beta-lactam,0.461,780,1692,54449673
blaCTX-M-169_1_KR779864,beta-lactam,0.327,553,1692,54449673
blaCTX-M-170_1_KR822223,beta-lactam,0.463,784,1692,54449673
blaCTX-M-172_1_KT251041,beta-lactam,0.463,784,1692,54449673
blaCTX-M-173_1_KT997884,beta-lactam,0.463,784,1692,54449673
blaCTX-M-175_1_KT997887,beta-lactam,0.343,580,1692,54449673
blaCTX-M-176_1_KT997888,beta-lactam,0.463,784,1692,54449673
blaCTX-M-177_1_KT997889,beta-lactam,0.405,685,1692,54449673
blaCTX-M-179_1_KU705393,beta-lactam,0.482,815,1692,54449673
blaCTX-M-180_1_KX056899,beta-lactam,0.463,784,1692,54449673
blaCTX-M-181_1_KX056900,beta-lactam,0.463,784,1692,54449673
blaCTX-M-182_1_KX056901,beta-lactam,0.463,784,1692,54449673
blaCTX-M-183_1_KX263246,beta-lactam,0.463,784,1692,54449673
blaCTX-M-184_1_KX263247,beta-lactam,0.463,784,1692,54449673
blaCTX-M-186_1_KX446939,beta-lactam,0.463,784,1692,54449673
blaCTX-M-188_1_KX676491,beta-lactam,0.479,810,1692,54449673
blaCTX-M-189_1_FJ657512,beta-lactam,0.463,784,1692,54449673
blaCTX-M-190_1_KX664469,beta-lactam,0.482,815,1692,54449673
blaCTX-M-193_1_KY563766,beta-lactam,0.463,784,1692,54449673
blaCTX-M-194_1_KY563767,beta-lactam,0.47,795,1692,54449673
blaCTX-M-197_1_KY646303,beta-lactam,0.463,784,1692,54449673
blaCTX-M-202_1_MF195067,beta-lactam,0.463,784,1692,54449673
blaCTX-M-203_1_MF196230,beta-lactam,0.454,769,1692,54449673
blaCTX-M-204_1_MF281085,beta-lactam,0.445,753,1692,54449673
blaCTX-M-206_1_KJ802520,beta-lactam,0.365,618,1692,54449673
blaCTX-M-207_1_LC348384,beta-lactam,0.482,815,1692,54449673
blaCTX-M-208_1_MH067958,beta-lactam,0.463,784,1692,54449673
blaCTX-M-209_1_MH067959,beta-lactam,0.463,784,1692,54449673
blaCTX-M-210_1_MH067960,beta-lactam,0.463,784,1692,54449673
blaCTX-M-211_1_MH067961,beta-lactam,0.456,779,1710,54449673
blaCTX-M-212_1_MH067962,beta-lactam,0.423,716,1692,54449673
blaCTX-M-216_1_MH243352,beta-lactam,0.476,806,1692,54449673
blaCTX-M-218_1_MH243358,beta-lactam,0.463,784,1692,54449673
blaCTX-M-220_1_MH450163,beta-lactam,0.445,753,1692,54449673
blaCTX-M-127_1_MF196229,beta-lactam,0.463,784,1692,54449673
blaCTX-M-138_1_KF526119,beta-lactam,0.348,589,1692,54449673
blaCTX-M-144_1_KJ020573,beta-lactam,0.482,815,1692,54449673
blaCTX-M-146_1_KY938173,beta-lactam,0.345,583,1692,54449673
blaCTX-M-3_1_Y10278,beta-lactam,0.463,784,1692,54449673
blaCTX-M-79_1_EF426798,beta-lactam,0.493,834,1692,54449673
blaCTX-M-55_1_DQ810789,beta-lactam,0.5,846,1692,54449673
blaCTX-M-52_1_DQ223685,beta-lactam,0.463,784,1692,54449673
blaCTX-M-22_1_AY080894,beta-lactam,0.456,772,1692,54449673
blaCTX-M-15_1_AY044436,beta-lactam,0.482,815,1692,54449673
blaTEM-52_1_Y13612,beta-lactam,0.318,529,1662,54449673
blaTEM-40_1_FR717535,beta-lactam,0.374,622,1662,54449673
blaTEM-36_1_KY305958,beta-lactam,0.387,643,1662,54449673
blaTEM-35_1_KP860986,beta-lactam,0.387,643,1662,54449673
blaTEM-32_1_CXLQ01000061,beta-lactam,0.356,591,1662,54449673
blaTEM-26_1_LDCJ01000052,beta-lactam,0.337,560,1662,54449673
blaTEM-19_1_JX042489,beta-lactam,0.338,562,1662,54449673
blaTEM-9_1_KY271103,beta-lactam,0.301,501,1662,54449673
blaTEM-4_1_LK391770,beta-lactam,0.301,500,1662,54449673
blaTEM-169_1_KP012538,beta-lactam,0.374,622,1662,54449673
blaTEM-144_1_AM049400,beta-lactam,0.374,622,1662,54449673
blaTEM-129_1_AJ746225,beta-lactam,0.32,532,1662,54449673
blaTEM-128_1_AY368237,beta-lactam,0.393,653,1662,54449673
blaTEM-181_1_KM977568,beta-lactam,0.356,591,1662,54449673
blaTEM-191_1_KY432484,beta-lactam,0.34,565,1662,54449673
blaTEM-196_1_JQ034306,beta-lactam,0.374,622,1662,54449673
blaTEM-210_1_KJ484630,beta-lactam,0.381,634,1662,54449673
blaTEM-212_1_KF481968,beta-lactam,0.326,542,1662,54449673
blaTEM-213_1_LJEE02000034,beta-lactam,0.393,653,1662,54449673
blaTEM-214_1_KP050491,beta-lactam,0.412,684,1662,54449673
blaTEM-215_1_KP050492,beta-lactam,0.393,653,1662,54449673
blaTEM-216_1_KF944358,beta-lactam,0.41,682,1662,54449673
blaTEM-217_1_HG934763,beta-lactam,0.393,653,1662,54449673
blaTEM-219_1_KM114268,beta-lactam,0.356,591,1662,54449673
blaTEM-220_1_KM998962,beta-lactam,0.388,645,1662,54449673
blaTEM-225_1_KY432403,beta-lactam,0.321,533,1662,54449673
blaTEM-226_1_KY646301,beta-lactam,0.356,591,1662,54449673
blaTEM-229_1_MG821356,beta-lactam,0.327,544,1662,54449673
blaTEM-230_1_MG821377,beta-lactam,0.374,622,1662,54449673
blaTEM-231_1_MG821378,beta-lactam,0.356,591,1662,54449673
blaTEM-232_1_MH079593,beta-lactam,0.374,622,1662,54449673
blaTEM-233_1_MH270416,beta-lactam,0.354,589,1662,54449673
blaTEM-234_1_MH243353,beta-lactam,0.395,656,1662,54449673
fosA3_1_AB522970,fosfomycin,0.5,387,774,54449673
floR_1_AF071555,phenicol,0.376,890,2370,54449673
floR_2_AF118107,phenicol,0.402,952,2370,54449673
FloR_4_CP136914,phenicol,0.474,1123,2370,54449673
FloR_3_CP029595,phenicol,0.389,921,2370,54449673
FloR_5_CP030849,phenicol,0.414,982,2370,54449673
FloR_7_CP125947,phenicol,0.403,954,2370,54449673
